isin,name,nse_symbol,bse_symbol,cap_bucket,date_of_listing,excluded,exclusion_reason
INE543V01017,Ace Integrated Solutions Limited,ACEINTEG,,small,2022-11-04,False,
INE451C01013,Automobile Corporation of Goa Limited,ACGL,ACGL,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE128X01021,Archean Chemical Industries Limited,ACI,ACI,small,2022-11-21,False,
INE666E01020,Andhra Cements Limited,ACL,ACL,small,2023-05-10,False,
INE622W01025,Acme Solar Holdings Limited,ACMESOLAR,ACMESOLAR,small,2024-11-13,False,
INE366C01021,ACS Technologies Limited,ACSTECH,ACSTECH,small,2026-04-20,True,"listed 140 days ago, below the 365-day minimum"
INE00FF01025,Acutaas Chemicals Limited,ACUTAAS,ACUTAAS,small,2021-09-14,False,
INE931S01010,Adani Energy Solutions Limited,ADANIENSOL,ADANIENSOL,large,2015-07-31,False,
INE423A01024,Adani Enterprises Limited,ADANIENT,ADANIENT,large,1997-06-04,False,
INE364U01010,Adani Green Energy Limited,ADANIGREEN,ADANIGREEN,large,2018-06-18,False,
INE742F01042,Adani Ports and Special Economic Zone Limited,ADANIPORTS,ADANIPORTS,large,2007-11-27,False,
INE814H01029,Adani Power Limited,ADANIPOWER,ADANIPOWER,large,2009-08-20,True,name matches Utilities heuristic (unverified)
INE757C01021,Addi Industries Limited,ADDIND,ADDIND,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE982B01027,ADF Foods Limited,ADFFOODS,ADFFOODS,small,2010-09-15,False,
INE0CHO01012,Archidply Decor Limited,ADL,ADL,small,2020-10-01,False,
INE045A01017,Ador Welding Limited,ADOR,ADOR,small,1995-05-10,False,
INE737B01033,Adroit Infotech Limited,ADROITINFO,ADROITINFO,small,1997-08-13,False,
INE102I01027,Allied Digital Services Limited,ADSL,ADSL,small,2007-07-25,False,
INE0ALI01010,Advait Energy Transitions Limited,ADVAIT,ADVAIT,small,2026-01-20,True,"listed 230 days ago, below the 365-day minimum"
INE1B0W01010,Advance Agrolife Limited,ADVANCE,ADVANCE,small,2025-10-08,True,"listed 334 days ago, below the 365-day minimum"
INE199C01026,Advani Hotels & Resorts (India) Limited,ADVANIHOTR,ADVANIHOTR,small,2007-06-25,False,
INE28GN01010,Advent Hotels International Limited,ADVENTHTL,ADVENTHTL,small,2025-11-13,True,"listed 298 days ago, below the 365-day minimum"
INE837H01020,Advanced Enzyme Technologies Limited,ADVENZYMES,ADVENZYMES,small,2016-08-01,False,
INE178T01024,Advik Capital Limited,ADVIKCA,ADVIKCA,small,2026-08-17,True,name matches Financial Services heuristic (unverified)
INE208C01025,Aegis Logistics Limited,AEGISLOG,AEGISLOG,small,1996-04-03,False,
INE0INX01018,Aegis Vopak Terminals Limited,AEGISVOPAK,AEGISVOPAK,small,2025-06-02,False,
INE757T01025,Artemis Electricals and Projects Limited,AEPL,AEPL,small,2026-03-12,True,name matches Utilities heuristic (unverified)
INE947N01017,Aequs Limited,AEQUS,AEQUS,small,2025-12-10,True,"listed 271 days ago, below the 365-day minimum"
INE065D01027,Aeroflex Enterprises Limited,AEROENTER,AEROENTER,small,2022-11-21,False,
INE024001021,Aeroflex Industries Limited,AEROFLEX,AEROFLEX,small,2023-08-31,False,
INE035801013,Aeroflex Neu Limited,AERONEU,AERONEU,small,2023-01-12,False,
INE05TO01019,Amir Chand Jagdish Kumar (Exports) Limited,AEROPLANE,AEROPLANE,,2026-04-02,True,"listed 158 days ago, below the 365-day minimum"
INE0BWX01014,Aether Industries Limited,AETHER,AETHER,small,2022-06-03,False,
INE101I01011,Afcons Infrastructure Limited,AFCONS,AFCONS,small,2024-11-04,False,
INE00WC01027,Affle 3i Limited,AFFLE,AFFLE,small,2019-08-08,False,
INE692Z01013,Affordable Robotic & Automation Limited,AFFORDABLE,AFFORDABLE,small,2024-10-23,False,
INE916Y01027,Akme Fintrade (India) Limited,AFIL,AFIL,small,2024-06-26,False,
INE00ZE01026,Abans Financial Services Limited,AFSL,AFSL,small,2022-12-23,True,name matches Financial Services heuristic (unverified)
INE204E01012,Agarwal Industrial Corporation Limited,AGARIND,AGARIND,small,2014-05-26,False,
INE943P01029,Dr. Agarwal's Health Care Limited,AGARWALEYE,AGARWALEYE,small,2025-02-04,False,
INE415A01038,AGI Greenpac Limited,AGI,AGI,small,2000-05-31,False,
INE976R01033,Agi Infra Limited,AGIIL,AGIIL,small,2024-07-15,False,
INE1YPB01014,Allcargo Global Limited,AGL,AGL,,2026-07-03,True,"listed 66 days ago, below the 365-day minimum"
INE449G01018,Agri-Tech (India) Limited,AGRITECH,AGRITECH,small,2014-01-28,False,
INE740V01019,Agro Phos India Limited,AGROPHOS,,small,2019-03-08,False,
INE583L01014,AGS Transact Technologies Limited,AGSTRA,AGSTRA,small,2022-01-31,False,
INE0Y8W01025,Anlon Healthcare Limited,AHCL,AHCL,,2025-09-03,False,
INE00PV01013,Ahlada Engineers Limited,AHLADA,,small,2021-01-28,False,
INE926K01017,Asian Hotels (East) Limited,AHLEAST,AHLEAST,small,2010-08-11,False,
INE758C01029,Ahluwalia Contracts (India) Limited,AHLUCONT,AHLUCONT,small,2009-12-14,False,
INE915K01010,Asian Hotels (West) Limited,AHLWEST,AHLWEST,small,2010-08-05,False,
INE212H01026,AIA Engineering Limited,AIAENG,AIAENG,small,2005-12-14,False,
INE206F01022,Authum Investment & Infrastructure Limited,AIIL,AIIL,mid,2024-04-23,False,
INE645W01026,Airan Limited,AIRAN,AIRAN,small,2019-05-03,False,
INE801L01010,Airo Lam limited,AIROLAM,,small,2021-10-13,False,
INE031B01049,Ajanta Pharma Limited,AJANTPHARM,AJANTPHARM,small,2000-05-29,False,
INE274Y01021,Ajax Engineering Limited,AJAXENGG,AJAXENGG,small,2025-02-17,False,
INE298G01035,Ajmera Realty & Infra India Limited,AJMERA,AJMERA,,2009-06-16,False,
INE820Y01021,Ajooni Biotech Limited,AJOONI,,small,2021-05-07,False,
INE737W01013,Akash Infra-Projects Limited,AKASH,,small,2019-10-11,False,
INE701G01012,AK Capital Services Limited,AKCAPIT,AKCAPIT,small,2026-04-20,True,name matches Financial Services heuristic (unverified)
INE00Y801016,Akg Exim Limited,AKG,,small,2021-02-16,False,
INE642Z01026,AKI India Limited,AKI,AKI,small,2023-04-06,False,
INE256Z01025,Akshar Spintex Limited,AKSHAR,AKSHAR,small,2022-05-23,False,
INE542B01011,AksharChem India Limited,AKSHARCHEM,AKSHARCHEM,small,2017-03-28,False,
INE523B01011,Aksh Optifibre Limited,AKSHOPTFBR,AKSHOPTFBR,small,2000-08-18,False,
INE09XN01023,Akums Drugs and Pharmaceuticals Limited,AKUMS,AKUMS,small,2024-08-06,False,
INE914E01040,Alankit Limited,ALANKIT,ALANKIT,small,2015-06-30,False,
INE155C01010,Albert David Limited,ALBERTDAVD,ALBERTDAVD,small,2016-06-14,False,
INE426A01027,Alembic Limited,ALEMBICLTD,ALEMBICLTD,small,1999-09-22,False,
INE782D01027,Alfred Herbert India Limited,ALFREDHE,ALFREDHE,small,2026-08-17,True,"listed 21 days ago, below the 365-day minimum"
INE598D01035,Algoquant Fintech Limited,ALGOQUANT,ALGOQUANT,small,2026-01-06,True,"listed 244 days ago, below the 365-day minimum"
INE062D01024,Alicon Castalloy Limited,ALICON,ALICON,small,2006-09-29,False,
INE03Q201024,Alivus Life Sciences Limited,ALIVUS,ALIVUS,small,2021-08-06,False,
INE773I01017,Alkali Metals Limited,ALKALI,ALKALI,small,2008-11-06,False,
INE540L01014,Alkem Laboratories Limited,ALKEM,ALKEM,mid,2015-12-23,False,
INE150B01039,Alkyl Amines Chemicals Limited,ALKYLAMINE,ALKYLAMINE,small,2007-11-26,False,
INE418H01029,Allcargo Logistics Limited,ALLCARGO,ALLCARGO,small,2006-06-23,False,
